year,ASMR,PM2.5,avgmonthNDVI,O3,urbanization,dazhuanper,avgeduyrs,60_laborincome_per,60_pension_per,60_SRH_good,secindust_per,terindust_per,GDP,logincomeperper,avgrent_fee,perGDP,doctor1k,numbed1k
2010,11.32049013,35.82030558,0.483674592,82.53390891,24.10162349,2.210920771,5.709480668,21.39037433,1.153954405,29.14438503,23.2493502,51.43282516,680586.7632,7.896924656,310.4651163,9876,0.895329197,2.878983997
2010,11.3083805,42.17787996,0.095082937,100.8969229,93.31861136,2.207733523,8.04805726,39.70588235,0.490196078,12.74509804,80.16,18.5,1843192,8.970177815,75,83425,3.12698132,5.831281027
2010,9.304278088,44.5854112,0.163955925,93.45621424,62.09912725,2.160007733,7.505581282,28.05995004,2.706078268,32.22314738,79.29,15.4,2105134,8.691650573,187.3831776,43400,2.387673742,3.837948497
2010,9.688070468,43.65406203,0.071755478,93.85516626,50.65892785,1.8100719,7.431373245,47.18822844,0.655594406,32.1532634,51.89,34.73,4050348,8.886547413,198.9583333,39562,1.971810681,4.489268185
2010,10.122012,52.29987109,0.213048237,83.69002643,76.28411662,1.760484139,7.51666627,34.73208999,3.87803434,32.90408526,48.09,48.84,11003898,8.431199478,209.3978102,34009,2.814585515,6.932209638
2010,8.913709566,51.98011728,0.331905679,83.17239784,23.98374255,0.931280161,5.906626972,30.32776038,1.826282589,35.18902466,30.20750947,46.76303813,1059186.956,7.772752716,253.5353535,5441,1.051021818,0.882015866
2010,8.837686329,38.18912863,0.547002085,78.30301983,19.1057585,1.246138914,5.879254454,37.21498869,1.033070481,34.12800293,28.63,45.1,1694085,7.740229525,365.0485437,6457,0.973627166,2.022028899
2010,8.743350405,44.747118,0.414458526,81.93830925,28.86830142,1.60540901,6.6074981,37.95576808,0.981982751,33.4044915,46.92,31.27,2318873,8.050703381,249.3534483,10504,1.327348258,3.485437611
2010,8.381583766,44.22619805,0.349932445,85.89204251,23.64246237,2.008871063,7.113551877,37.37409093,1.629525921,30.33485008,60.08,25.65,3576095,8.056426768,256.7285383,16172,1.14734548,2.182986454
2010,8.63175797,41.83142216,0.446100819,81.01653595,28.14477269,1.142254103,6.656951522,32.99858779,0.812804017,28.30378158,37.73,42.23,3002285,7.946263644,256.9767442,8758,1.516912083,2.604711837
2010,8.163850182,46.21384528,0.170632956,92.95801669,27.511282,1.532249054,7.558692677,35.99976627,1.536753535,35.58490125,40.01,33.56,2287676,8.423102268,158.8888889,10621,2.820844942,3.345345799
2010,11.33036535,42.21914065,0.188338327,91.97594936,34.52336986,1.785327768,7.531527216,43.64426803,1.88072961,37.92647198,35.45,35.25,2127010,8.626047596,76.2195122,17101,1.769881994,4.196696165
2010,7.85703897,34.92772352,0.603737681,86.00403531,62.74577013,1.320778812,7.768693628,24.33572992,1.844326352,38.69177868,55.31,37.47,5592431,8.759825595,382.1100917,21663,1.255307241,1.23582769
2010,5.229665057,42.2211351,0.352140501,89.31656878,88.45667755,4.656939461,9.320180898,11.00663717,41.20575221,54.17588496,50.89,48.72,43398500,9.927497005,263.5537408,66351,1.607502098,2.430595726
2010,7.260846183,45.55450477,0.355314246,84.86011492,94.08815191,3.117751158,8.484442761,27.5726954,9.610228913,59.04310167,62.68,35.45,56515223,9.409355152,236.2204724,93983,1.643094709,3.004420767
2010,7.61003621,42.21950161,0.489273259,86.59775044,83.77776385,7.727537442,9.061851463,21.70352941,10.37647059,49.43529412,37.24,61.01,107482828,9.447465721,256.8885191,103625,2.643295343,4.472384866
2010,7.007865195,35.03720125,0.650056454,81.8698473,40.03898047,1.264127595,7.904363948,22.72331245,2.48101896,29.34904369,51.45,35.83,4751396,8.638525477,358.9201878,16301,1.334488059,2.005969097
2010,6.901978489,36.18474587,0.613568575,85.30603973,61.84187463,2.018392125,8.157766406,19.66152572,5.020184246,41.37770417,58.94,35.15,17299543,9.113499021,294.2913797,43397,1.473990312,2.365386932
2010,7.984628588,37.15859917,0.537838075,80.48229174,62.29878741,1.3319078,8.175564676,30.30930833,3.292988769,52.42612583,55.54,37.01,15704191,9.058237594,174.7931748,37313,1.492573196,2.778437474
2010,8.12856732,35.3527498,0.597388921,86.30576393,47.31189374,0.590029968,7.74780903,28.34086894,1.616911699,40.37488397,57.36,31.66,10095114,8.720623711,284.1059603,17373,0.98855489,1.460994737
2010,6.431842665,34.22201171,0.641375235,79.91691675,35.05951188,1.192273292,7.780141083,43.42187946,3.461868038,54.19784823,39.59,42.01,14920857,8.824971966,206.7088608,23961,1.39682138,2.457759303
2010,8.180415697,34.40807417,0.659931428,81.6054893,43.01443378,1.223196516,8.144676615,20.2532746,3.935319346,42.1032804,41.19,38.54,6128522,8.75888368,227.7202073,14736,1.853502958,2.524973098
2010,9.080895215,40.16493602,0.584041371,82.10825917,47.53997121,0.952639641,7.566212382,27.63418753,2.632351861,43.02445113,56.64,32.33,10881841,8.761863373,221.6088328,28326,1.110206218,2.541090609
2010,7.495561213,36.74221824,0.423327939,88.85740636,68.46224613,1.179462167,7.629735292,17.03891604,1.354946483,39.36769164,56.1,38.56,12089743,8.782322859,249.2395437,23600,1.041688314,2.118260384
2010,7.693094349,33.22056573,0.584918583,85.59174358,54.1767261,0.706624202,7.22490275,25.89845978,1.352782984,33.77882813,45.73,37.59,4650789,8.750841375,441.5422886,15787,1.15961027,1.899185445
2010,7.999335896,37.67523917,0.620225246,81.37264708,52.53474043,1.699758104,7.681429009,25.54,3.155,43.095,41.78,44.18,6831033,8.750999691,185.0082372,22995,1.985319042,3.972407214
2010,6.466637589,33.39737599,0.622015958,78.46020222,46.81337612,1.088315169,7.752689943,37.11914268,1.439378021,43.06577012,42.45,35.62,6398389,8.803123731,165,26694,3.400849304,2.37225343
2010,7.932545974,38.26506747,0.65185448,79.34996452,36.95589725,0.791033745,7.815277874,34.02900771,2.355081135,44.43540281,41.18,33.7,4009741,8.8164085,190.5660377,16391,1.093296,2.125759456
2010,6.71421759,33.54050167,0.561563692,80.55555577,36.68050927,0.995892612,7.726846344,45.04994451,3.599704033,44.77617462,41.11,38.3,14050630,8.840580188,180.2830189,20081,1.206748068,2.875122662
2010,8.844030948,41.59793339,0.618329411,81.50083462,42.38725872,0.834476756,7.670928933,34.81951894,1.599157645,49.22180909,42.06,40.42,10858680,8.92585319,252.676399,27836,1.215891772,2.386334418
2010,7.39431509,39.8267234,0.340851195,81.20821612,87.81648525,5.290824417,9.108776735,17.48251748,32.66733267,51.24875125,58.04,39.22,18506521,9.610993923,237.423707,73348,1.724615742,3.240342488
2010,6.935518409,35.92524355,0.310495705,77.4073933,87.64874914,3.570614326,8.600002206,14.790174,10.44012282,45.90583419,54.77,42.55,12085958,9.228867677,284.6181818,80697,2.953543292,3.898805143
2010,8.417908333,39.80648881,0.651310954,83.42504609,25.55846125,1.256631901,6.916914389,43.41728752,1.89992524,32.05898275,54.14,27.26,5635071,8.149312844,154.6998867,15812,2.321765753,2.978863826
2010,5.09231829,39.00156664,0.537552161,81.75355452,47.29040293,1.445645623,7.969580387,49.81675616,3.196113526,47.1575897,42.23,35.75,3975762,8.596928159,420.7792208,25412,1.65859889,2.801362481
2010,7.640944673,40.4326574,0.598739465,82.54435833,27.8083624,0.990479313,7.510714584,44.37275365,3.715411597,39.55311133,38,32.73,3923691,8.438366411,149.611399,18583,1.334312799,2.456018072
2010,5.968200578,37.7691492,0.628345346,78.97126362,48.27742128,1.654560579,7.77240192,36.22734761,5.996705107,43.03130148,49.86,35.33,3204155,8.635509418,255.9585492,37264,1.039303194,2.711877701
2010,7.513535627,45.09743106,0.551836398,84.17862345,40.20408332,1.076910396,7.67957411,38.85408127,1.30577351,44.30553929,45.58,34.58,5446571,8.573384471,554.5325779,12531,0.983536984,1.978242249
2010,7.161377288,44.22902393,0.604647582,80.50723347,38.7583054,3.198677458,7.917786147,36.55761617,2.700562617,40.20629298,44.61,36.96,11035587,8.610136937,194.5966514,22842,1.767284202,2.983384664
2010,7.360965917,41.43526759,0.630087498,79.44135668,26.36191248,1.430804352,7.086052687,37.88952025,2.438961106,36.14073325,46.14,32.98,4687372,8.188411308,145.1017812,13912,1.282777686,2.454551472
2010,7.544404384,41.79591186,0.584304271,78.45005677,35.28759432,0.856051314,7.487886454,32.5304635,2.243480241,43.6055119,47.01,31.54,2968680,8.365905077,154.4692737,14580,1.324925591,2.595093732
2010,6.68416442,45.32760409,0.570457769,82.56199571,33.17061253,1.462703032,7.730293423,38.4890731,2.453843255,49.10983421,47.42,28.41,4048883,8.446556112,162.5,18369,1.871686151,2.751807273
2010,7.575371983,45.0686738,0.596137771,81.62097913,57.64971118,1.135365638,7.259059823,38.97925742,2.389992406,43.1677391,63.86,27.82,13153121,8.504107952,127.2943038,35230,2.000157501,4.191338291
2010,7.090577002,44.57958314,0.572897477,82.10544481,53.7388744,1.191497623,7.766345823,46.63016172,2.784974093,47.00306171,36.21,50.21,18002613,8.518192692,219.3197279,25622,2.144849583,3.963211069
2010,6.697177861,40.45264236,0.620004511,80.93542916,29.33775495,0.827129859,7.441871898,46.51927099,1.995153205,54.85509411,41.97,32.64,5206655,8.582980932,225.3303965,16421,1.013403487,2.606729636
2010,7.806330433,41.65469779,0.641412566,82.05504404,42.97838457,0.675153957,7.557079339,33.69730601,1.311196635,33.03947015,58.91,27.29,5792817,8.49269556,128.6666667,18567,1.487405454,2.564707515
2010,7.247210384,38.41226724,0.657551762,82.01366702,39.59854706,0.83688093,7.795412805,44.06558756,1.711162497,39.9453437,44.44,35.12,8402489,8.575839387,241.6243655,15011,1.211327544,2.506483983
2010,9.175573758,41.1173692,0.535706578,79.05712226,30.06012329,1.038117623,6.286495634,41.37364143,3.616768655,46.02703443,38.03,44.65,2329210,8.167919363,211.1034483,10014,0.740333877,2.409022933
2010,9.016072048,38.4945606,0.537417705,76.04967657,26.16390858,1.057896227,6.131638886,33.14149838,1.935005858,36.21545248,43.5963717,36.38300695,5957621.927,8.117908942,356.9034318,9113,0.301032597,0.401070868
2010,8.739659698,42.39179085,0.547113029,75.12995696,67.83596766,1.904013879,7.222720579,39.22790232,5.701729988,49.04600323,40.73,54.18,11263427.48,8.695506727,217.7768696,26057,2.5239375,4.463968652
2010,9.026621249,37.16171613,0.55271256,75.52880427,28.63935171,1.538091805,6.563762618,32.39526026,4.202285231,38.24798984,60.57,33.6,5006319,8.188966864,293.9072107,17462,0.900982418,2.945290131
2010,9.381153392,41.87267569,0.620875622,77.76657936,26.39183708,1.229790913,6.490241203,40.66067931,2.536664597,38.90985525,30.96213106,47.9709564,3077643.455,8.059276223,213.896648,8839,1.294985972,2.880905807
2010,9.298765109,39.67415018,0.587923767,77.37566249,28.77278967,1.114623126,6.503546173,42.3334836,1.721514708,41.34171081,42.73783373,42.88613692,3511050.675,8.232174236,254.379562,10861,1.234875711,2.757126056
2010,8.668539449,40.68143213,0.569702969,82.30515853,28.12627914,1.092381655,6.264939259,34.72643479,1.851341238,41.63942175,42.8871961,47.88565174,3039918.947,8.085178748,344.3809524,10839,0.743061785,2.597863804
2010,8.815910817,48.05714362,0.57555102,76.93019487,25.99214277,1.732122903,6.682556414,44.15350842,2.020682906,33.05562168,0,0,4861588.727,8.378160983,330.6408545,15717,0.596468904,0.667269278
2010,9.18938314,49.08547824,0.562414355,75.03476223,35.01854553,1.198553197,6.821918187,39.79814267,2.587416764,37.39884738,41.78,42.79,9087570,8.344505084,188.3489628,14799,1.160421878,2.738171286
2010,7.061944279,24.86836771,0.772048417,82.27537569,25.32426542,1.250458555,7.65815646,25.59867878,24.93806771,27.08505367,10.64538817,24.94306384,238864,8.204124933,70.99644128,11556,0.535975893,2.947867411
2010,6.703276954,21.17825038,0.753163554,73.99025147,31.35993019,1.794724087,8.099616816,25.41284404,35.2293578,31.46788991,10.72492896,44.46056058,202006,8.146998697,79.60893855,11587,0.681737613,3.272340542
2010,5.774706001,26.66721347,0.673078203,86.33692448,47.784345,1.294501151,7.251116943,41.06317411,7.550077042,38.28967643,51.46090677,22.87867788,566121,8.394573478,76.75159236,23163,0.553969594,3.292545088
2010,6.391040245,26.21634993,0.6901848,76.28088704,39.44378919,0.97739444,7.872132953,37.51555887,20.86133931,40.52775703,8.840007923,51.87425832,550271,8.686091728,106.8965517,20084,0.783455811,2.761360644
2010,5.450108776,28.186821,0.651030176,85.91497483,44.9221113,1.424476459,7.203881719,27.3262662,23.47860228,36.19945033,47.97598367,27.9099224,3117712,8.609042845,75.38461538,27737,2.632041838,2.310276332
2010,6.633628721,23.18893027,0.688532916,68.89204546,36.87801724,1.014728311,8.117144856,37.36588975,17.16611173,37.95782464,28.01719807,74.09906893,238864,8.465478756,188.372093,11585,0.284595979,2.185416037
2010,5.744639907,25.23434904,0.632088736,84.62589893,37.64942727,1.348086871,6.986042095,47.23700368,5.771592305,35.89848547,44.02414994,25.10506609,737393,8.538563217,110.9022556,16765,3.2891756,2.691588968
2010,4.438891659,24.18357183,0.610746845,68.01499824,74.15854988,5.857477873,8.493327155,28.4185842,11.85695442,35.937271,24,69.58,5951444,8.727940222,313.6246787,30329,2.687948704,4.349589721
2010,5.241919637,22.48318386,0.67781541,79.09034972,28.90220648,1.629425287,7.861524707,49.63736583,6.295329272,31.12851755,9.23308697,27.70271375,550271,8.453401058,57.89473684,10413,0.254971397,2.639062926
2010,5.984943246,28.185385,0.654830821,81.59574386,36.36476244,1.052967922,7.555661236,44.44777013,10.08680036,39.06016163,15.30379201,27.2464809,556960,8.469472455,106.1403509,14714,0.219691357,1.846342256
2010,6.377469504,21.22171089,0.645602965,71.85111271,36.87606875,1.282304787,8.304271366,34.58239278,9.435665914,28.53273138,17.58564349,43.33524849,556960,8.346167594,120,14216,0.255875782,2.667973089
2010,5.794348699,21.42900209,0.69144496,65.94789478,40.23037269,1.354490906,8.220338533,25.28077983,17.90633609,32.04068659,14.38032706,45.98726952,1156594,8.686767175,157.4380165,23491,3.894730525,2.870346035
2010,7.901011407,22.24853059,0.780091112,72.6941223,29.73816034,1.221496374,7.835718862,29.40761636,24.25952045,32.08744711,8.983913013,26.63253655,244359,8.114025442,91.82776801,10610,0.654886371,3.808681266
2010,7.094291427,21.64644261,0.675397367,76.67702964,66.21151198,1.890849738,8.154114126,34.26371511,21.70356112,38.83541867,21.32,65.25,2308509,8.779865101,160.4255319,46596,1.992973528,3.087212288
2010,5.925164849,23.68427265,0.745987537,72.8880297,39.18717477,1.095061025,7.616253309,39.77213879,19.16105645,31.48627654,6.184720228,22.77057378,566121,8.448914351,97.20812183,10923,1.008052746,2.903503275
2010,5.594191096,20.91187781,0.679784041,68.22981131,40.5542919,1.492597138,8.202352758,25.66619916,20.57035998,36.6058906,24.39250639,44.60261642,974537,8.667852068,111.3402062,16158,3.75002062,2.529339421
2010,5.350403208,22.72417215,0.598308932,67.25996494,46.85203172,1.133630453,7.96514836,29.95335982,10.43358093,37.51943341,22.67614745,34.49987351,1142381,8.719970757,243.1372549,19673,2.787360492,2.245890597
2010,8.810099033,21.83157273,0.779785976,75.55258019,51.16069113,1.429667067,7.744591719,33.78640777,10.29126214,27.18446602,17.94745325,56.81982383,143948,8.237214703,110.5882353,12597,5.512922713,7.577867632
2010,8.833535543,75.27492999,0.411551426,88.0517922,38.77247534,6.187782407,8.98,39.5820984,4.19383521,41.99233635,51.6,33.59,20503000,8.602636673,458.2329317,18451,1.434737532,2.67428787
2010,8.507574963,83.13615972,0.347869093,92.5074495,40.8258577,4.979617503,8.73,45.23237794,4.67140108,51.06183688,50.62,37.91,22031199,8.617581365,269.1588785,31091,1.698611534,2.947969894
2010,10.43399245,41.01235423,0.452061058,86.0552837,38.67046566,6.988797942,8.8,38.05250017,3.623726297,30.42040624,51.04,33.28,8889619,8.38526052,228.681178,25699,2.068984778,3.694862463
2010,10.05911677,86.11928504,0.411202231,85.59466736,43.44222029,4.795675229,8.81,43.82571055,3.822019395,43.65121976,54.21,32.75,23615569,8.713582005,182.5231481,26143,1.369311615,3.084248251
2010,8.827564344,87.34177287,0.4339424,93.09930263,38.18875117,4.182181376,8.87,49.48185911,3.763965981,43.06167663,50.65,29.63,7818229,8.382518288,261.4583333,18076,1.598102458,2.673256584
2010,8.740777317,86.3057075,0.359982994,90.62150526,48.5253298,9.407550956,9.31,32.21199206,4.278231447,42.50902821,53.57,34.77,13510982,8.934455109,247.075743,31844,1.74060111,3.195805122
2010,8.193236791,56.38203757,0.414952321,85.48806448,47.51253931,11.56438016,9.63,43.65900231,5.390245843,40.58397645,39.53,46.86,9304969,8.73456009,280.5225653,31182,2.121096999,3.654766945
2010,9.437816939,84.15690573,0.404442061,87.94995549,50.62219912,12.70974955,9.89,41.34885066,3.488506578,45.95489374,48.63,40.51,34010186,8.791333993,288,33915,2.131980714,3.595509863
2010,8.422146838,69.33455776,0.305873197,89.43259453,50.82259631,8.787536017,9.34,34.92743607,8.522805805,43.06496199,58.14,32.42,44691588,9.025214888,338.4277733,59389,2.078975739,3.995492319
2010,9.72859119,87.58831377,0.408474402,88.36006177,40.01610055,4.542895845,8.87,45.80697547,3.274354665,45.01576751,55.61,28.74,12120943,8.510369966,359.8159509,17189,1.42241744,2.900999605
2010,9.019479132,38.97707015,0.333165861,89.72205951,45.16066676,6.774318632,8.79,41.84114939,4.712768665,35.6708234,42.96,41.21,9664158,8.323365694,198.8716957,22517,1.502939258,3.227487841
2010,8.036935863,84.21966431,0.460563501,85.4557161,38.38379738,1.315975231,7.869192609,40.91572596,4.374270144,45.31432464,61.52,26.39,13155890,8.757626411,314.3646409,25330,1.866160673,3.486824759
2010,9.107280319,87.88432592,0.470660715,86.00986635,47.43061468,1.150167955,7.860054823,35.05376344,4.561403509,44.58404075,70.37,18.26,4291193,8.826587831,405,28531,1.690024522,3.610101401
2010,8.279469616,72.95948167,0.467834332,83.5362334,49.52919467,3.125256553,8.936984196,30.17631103,5.85443038,41.2522604,75.67418021,19.66917118,3433800,8.959825624,294.047619,50216,1.502019217,3.483500726
2010,7.419434292,83.30865849,0.458729515,86.142223,46.82318386,2.225907603,8.676800833,31.80336652,7.648345761,45.57306782,68.65,23.22,12459260,8.924257021,134.5637584,35767,2.075082039,3.581253755
2010,7.71792186,83.69896322,0.487995799,86.4826273,35.46427946,1.653908778,7.709185322,51.8710435,1.99356749,51.60302226,43.21,33.13,9271584,8.592300664,347.2527473,19750,1.361707078,3.222293335
2010,7.525448066,61.78101771,0.498266528,82.02404819,44.09742011,1.472995582,8.085615551,40.43699555,4.570138637,43.52066785,60.18,31.74,23202460,8.644706512,194.459279,35762,1.873299317,3.865531002
2010,5.723403603,82.07546723,0.557688954,87.95556297,39.09127426,1.923106706,8.167232259,46.57723505,2.455655584,49.24235672,69.74,17.53,6804948,8.773384597,329.6703297,26974,1.088329601,2.864480365
2010,8.49729406,67.5804336,0.524403489,83.57243536,32.47963202,1.210378956,7.701296242,56.17454936,1.053208202,42.4456342,52.07,27.39,19533562,8.64223868,237.8571429,19145,1.908188697,2.503980062
2010,7.288554947,73.26417758,0.49835198,85.55629931,41.23431785,1.351880681,7.888898112,41.69329859,2.822164315,37.54117705,66.33,24.92,13108394,8.61323038,217.0212766,26730,1.823760511,4.192712257
2010,7.917212901,87.08793375,0.473471741,86.93176422,31.3188227,1.198022217,7.511030578,42.64130539,2.589140876,48.29352079,66.46,19.66,7754037,8.532475815,380.3797468,21787,1.518864936,3.301155404
2010,6.648563816,53.50828695,0.501982429,81.43411486,43.98769392,1.999400635,8.452365563,54.70020026,2.344210154,40.38756037,68.52,23.47,8744157,8.663369302,158.7248322,39176,1.468206612,3.756907957
2010,6.610477801,78.19210605,0.553329757,85.02504173,29.49292915,1.131983593,7.416642278,53.38445517,1.628325286,49.70178926,46.52,27.29,11437913,8.449770515,298.6772487,15085,1.366702997,2.686414119
2010,7.247356677,85.55300623,0.486604413,85.56792705,40.7983545,1.703467212,8.287421958,38.4669645,3.136609452,47.55936986,57.69,29.1,11899408,8.738895705,269.7278912,21196,1.364355187,3.848154345
2010,8.235572156,67.44195597,0.510080187,83.3235658,34.17464028,1.221184674,7.247243625,48.08809012,1.352999245,37.121828,42.21,31.41,10918323,8.57753542,227.7837259,16936,1.089030048,2.280202701
2010,7.346702303,81.34351501,0.519617443,87.1917959,38.45963123,1.312487645,8.046691922,46.04362915,2.813584531,44.24392662,68.51,20.1,13164870,8.881419552,303.196347,30536,1.704241544,3.140809678
2010,7.157520279,81.10151643,0.430731452,85.83164905,63.49181051,5.750518956,8.662115269,34.97212611,4.51509035,49.10130719,56.17,40.74,40408926,9.129672469,333.1054131,49947,1.736622863,5.121310328
2010,7.196238129,79.51869368,0.569421238,84.8789533,29.45740425,1.328670642,7.448089581,55.03589202,1.445589466,51.76707623,45.42,24.81,12283024,8.414052432,400.8298755,12944,1.222498666,2.462643485
2010,7.824183994,74.98303692,0.550186316,86.27810385,29.46177651,0.972987682,7.641471651,53.15501626,1.321805429,44.94138459,41.88,30.54,10537118,8.488999457,405.4794521,14117,1.419536417,3.014699842
2010,7.622650604,44.23222232,0.253825495,81.57237906,63.58656059,1.369085889,7.691493662,33.23658751,3.570800352,41.51275286,82.24,14.48,29000642,8.992806059,302.7042916,103576,6.426164353,4.270911803
2010,5.514084108,29.39042499,0.456911968,66.93753712,88.0340527,3.211736069,8.24673133,17.04374057,31.67420814,37.25490196,13.96815158,17.31918968,992200,8.827907963,193,18964,2.715224021,4.288841974
2010,7.559154192,44.77043922,0.396438056,79.12890251,61.13074208,1.308475824,7.717444615,35.56884364,5.446138799,41.63962122,37.78,50.96,36648538,8.989693701,228.9569657,36951,2.023604615,4.390666353
2010,7.822928631,37.12912435,0.409640436,79.58880538,76.59391781,2.111851876,8.009996493,17.10484637,33.79790941,41.65346848,46.6,26.95,2509870,8.748304912,127.9874214,23044,2.988669692,5.79314514
